Name ;Location;Headcounts;Industry;Year Founded;Specialities ;Type;Website;
 Horoquartz;Massy, Essonne, Île-De-France, France, Palaiseau, Europe;564;Software Development;1971;;Public Company;horoquartz.com;
 Equasens;Villers-lès-Nancy, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;283;IT Services and IT Consulting;;;Public Company;equasens.fr;
 ACENSI;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;838;IT Services and IT Consulting;2003;"AMOADécisionnel
+15";Privately Held;acensi.group;
 Virgil;Paris, Paris, Île-De-France, France, Europe;23;Financial Services;2019;;Privately Held;virgil.fr;
 NEOBRAIN;Paris, Paris, Île-De-France, France, Europe;73;Software Development;2018;"ITMobile Applications
+13";Privately Held;neobrain.io;
 Exelmans;France, Europe;109;Financial Services;2006;"Due diligence
+5";Privately Held;exelmans.fr;
 moOngy Digital Lab;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;61;IT Services and IT Consulting;2023;;Privately Held;moongy.group;
 Ikivia;Lille, Nord, Hauts-de-France, France, Lille, Europe;56;IT Services and IT Consulting;;;Privately Held;ikivia.fr;
 Dalet;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;449;Software Development;1990;"Media Asset Management (MAM)
+10";Privately Held;dalet.com;
 Infopro Digital Automotive;Gentilly, Val-de-Marne, Île-De-France, France, L'Haÿ-les-Roses, Europe;486;Software Development;;"Car Technical Data
+5";Privately Held;infopro-digital-automotive.com;
 Equans Digital;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;489;IT Services and IT Consulting;;;Privately Held;equans-digital.fr;
 KAIZEN Solutions (KZS);Montbonnot-Saint-Martin, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;274;IT Services and IT Consulting;2013;;Privately Held;kaizensolutions.com;
 Naxxum Group;Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;75;Software Development;2016;"ITDigital Marketing
+18";Public Company;naxxum.com;
 Ennov;Paris, Paris, Île-De-France, France, Europe;305;Software Development;1999;"Quality Management Software (QMS)
+15";Privately Held;ennov.com;
 IPH Technologies - A Software & Mobile App Development Company;Roissy-en-Brie, Seine-et-Marne, Île-De-France, France, Torcy, Europe;99;Software Development;2013;"iOS Apps Developement Services
+31";Privately Held;iphtechnologies.com;
 OneSide Technologies;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;58;IT Services and IT Consulting;2018;"Conseil en ingénierie
+5";Privately Held;oneside.fr;
 Glady;Paris, Paris, Île-De-France, France, Europe;218;Financial Services;2014;"Chèques cadeauxBtoB
+18";Privately Held;pluxee.fr;
 FINASDDEE Credit Line Cameroon S.A.;Liévin, Pas-de-Calais, Hauts-de-France, France, Lens, Europe;139;Financial Services;;"Savings accounts
+14";Public Company;finasddee-creditline.com;
 Cheval Blanc Patrimoine;Paris, Paris, Île-De-France, France, Europe;53;Financial Services;2014;Gestion de Patrimoine;Partnership;chevalblanc.com;
 Sopra Real Estate Software;Limonest, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;86;IT Services and IT Consulting;;;Privately Held;soprarealestate.com;
 Portzamparc Groupe BNP Paribas;Paris, Paris, Île-De-France, France, Europe;193;Financial Services;1864;"Broker Small&Mid Caps (Research
+11";Privately Held;portzamparc.bnpparibas;
 Sunstice;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;234;Software Development;1994;"Supply Chain Planning (SCP)
+20";Privately Held;sunstice.fr;
 Vicinity;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;33;IT Services and IT Consulting;2020;;Privately Held;domaineasy.com;
 SPACEFOOT;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;128;IT Services and IT Consulting;2008;"socialE-commerce
+2";Partnership;spacefoot.com;
 GLOBALIS media systems;Paris, Paris, Île-De-France, France, Europe;33;IT Services and IT Consulting;1997;"application webPHP
+12";Partnership;globalismedia.com;
 Altaroc;Paris, Paris, Île-De-France, France, Europe;65;Financial Services;2021;"Private Equity
+2";Privately Held;altaroc.fr;
 Bonitasoft;Paris, Paris, Île-De-France, France, Europe;91;Software Development;2009;"BPMWorkflow
+13";Privately Held;ofelia.com;
 InsideBoard AI;Paris, Paris, Île-De-France, France, Europe;41;IT Services and IT Consulting;2024;"Business Transformation
+20";Privately Held;insideboard.com;
 DATASOLUTION - Partner of your digital transformation;France, Europe;324;IT Services and IT Consulting;;;Partnership;datasolution.fr;
 ARISTID Retail Technology;Clichy, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;309;IT Services and IT Consulting;;"technologyretail
+10";Privately Held;aristid.com;
 Urban AI;Paris, Paris, Île-De-France, France, Europe;27;IT Services and IT Consulting;2019;;Privately Held;urbanai.fr;
 METEOJOB by CleverConnect;Paris, Paris, Île-De-France, France, Europe;22;Technology, Information and Internet;2007;;Privately Held;meteojob.com;
 iMSA;Montauban, Tarn-et-Garonne, Occitanie, France, Montauban, Europe;726;Software Development;2019;"informatiqueagilité
+16";Nonprofit;imsa.fr;
 OMS;Sauzet, Lot, Occitanie, France, Cahors, Europe;122;Technology, Information and Internet;1999;;Privately Held;sauzet-drome.fr;
 Key Performance Consulting (KPC);Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Aix-en-Provence, Europe;464;IT Services and IT Consulting;2010;"FINANCE
+23";Privately Held;keyperformance.net;
 COSA;Paris, Paris, Île-De-France, France, Europe;83;Technology, Information and Internet;2013;"DesignDéveloppement
+6";Privately Held;cosa.fr;
 Goodvest;Paris, Paris, Île-De-France, France, Europe;60;Financial Services;2020;;Privately Held;goodvest.fr;
 Advans International;Paris, Paris, Île-De-France, France, Europe;232;Financial Services;2005;"Microfinance
+5";Privately Held;advansinternational.com;
 Lise;Paris, Paris, Île-De-France, France, Europe;254;Financial Services;2024;"fintech
+9";Partnership;lise.fr;
 Omi;Paris, Paris, Île-De-France, France, Europe;122;Technology, Information and Internet;2020;"VideoPackshots
+9";Privately Held;baromi.fr;
 ViaAduc;Paris, Paris, Île-De-France, France, Europe;30;IT Services and IT Consulting;2005;"CRMAccompagnement du changement
+17";Privately Held;viaaduc.com;
 namR;Paris, Paris, Île-De-France, France, Europe;41;IT Services and IT Consulting;2017;"innovation
+26";Public Company;namr.com;
 Ublo.immo;Paris, Paris, Île-De-France, France, Europe;38;Software Development;;;Privately Held;ublo.immo;
 Rtone;Vaulx-en-Velin, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;77;IT Services and IT Consulting;2007;"IOThardware
+21";Privately Held;rtone.fr;
 KUPU ID;La Réunion, France, Europe;217;Technology, Information and Internet;;;Privately Held;reunion.fr;
 SES-imagotag;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;172;Software Development;1992;"Electronic Shelf Labels
+12";Public Company;vusion.com;
 WeTransact;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;56;Software Development;2023;"GTM StrategyGTM
+6";Privately Held;hugedomains.com;
 Zitouna Tamkeen;Moirans-en-Montagne, Jura, Bourgogne-Franche-Comté, France, Saint-Claude, Europe;396;Financial Services;2015;;Partnership;zitounatamkeen.com;
 SeaBird;Paris, Paris, Île-De-France, France, Europe;275;Financial Services;2005;"Assurance
+19";Partnership;seabird.fr;
 GLPI Developed by Teclib';Paris, Paris, Île-De-France, France, Europe;35;Software Development;2015;"Software Development
+20";Partnership;glpi-project.org;
 Lokad;Paris, Paris, Île-De-France, France, Europe;67;Software Development;2008;"demand planning
+12";Privately Held;lokad.fr;
 Andera Partners;Paris, Paris, Île-De-France, France, Europe;155;Financial Services;;private equity and capital investissement;Partnership;anderapartners.com;
 Wimbee;Paris, Paris, Île-De-France, France, Europe;79;IT Services and IT Consulting;2019;"DigitalData
+6";Privately Held;wimbee.fr;
 Expensya;Paris, Paris, Île-De-France, France, Europe;90;Software Development;2014;"FintechSaaS
+6";Privately Held;expensya.com;
 ADAXIS;Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France, Bayonne, Europe;28;Software Development;2021;"Robotic
+2";Privately Held;adaxis.eu;
 Cardiologs;Paris, Paris, Île-De-France, France, Europe;65;Software Development;2014;"Machine Learning
+7";Privately Held;co.uk;
 Visian;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;78;IT Services and IT Consulting;2017;"DataConseil
+4";Privately Held;visian.tech;
 eekem group;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;33;IT Services and IT Consulting;2019;"Transformation Digitale
+6";Privately Held;eekem.fr;
 Eliis;Clapiers, Hérault, Occitanie, France, Montpellier, Europe;113;Software Development;2007;"Seismic interpretation
+3";Partnership;eliis-geo.com;
 Spendesk;Paris, Paris, Île-De-France, France, Europe;327;Software Development;2016;"FintechCards
+4";Privately Held;spendesk.com;
 Hiboo;Paris, Paris, Île-De-France, France, Europe;71;IT Services and IT Consulting;2017;"Asset tracking
+8";Privately Held;hiboo.fr;
 Abby;Nancy, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;90;Software Development;2021;;Partnership;abby.fr;
 WERIN GROUP - Quality Engineering;Paris, Paris, Île-De-France, France, Europe;36;IT Services and IT Consulting;2015;"SourcingQA
+12";Privately Held;weringroup.com;
 B/Acceptance;Paris, Paris, Île-De-France, France, Europe;150;IT Services and IT Consulting;2011;"QualificationDigital
+8";Privately Held;b-acceptance.com;
 CrediPro;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;109;Financial Services;2009;"courtage
+7";Partnership;credipro.com;
 Elevation Capital Partners;Paris, Paris, Île-De-France, France, Europe;30;Financial Services;2015;"Capital-investissement
+15";Privately Held;elevationcapital.com;
 Swile;Paris, Paris, Île-De-France, France, Europe;726;Financial Services;;;Privately Held;swile.co;
 Carmine Capital;Paris, Paris, Île-De-France, France, Europe;39;Financial Services;2013;"Transmission d'entreprise
+5";Partnership;carminecapital.com;
 DIGILINKS;Paris, Paris, Île-De-France, France, Europe;58;Software Development;;"Logiciel Force Vente
+3";Privately Held;digilinks.io;
 SIJO;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;44;IT Services and IT Consulting;2017;"ITSécurité
+15";Privately Held;sijo.fr;
 SECURINFOR;Rungis, Val-de-Marne, Île-De-France, France, L'Haÿ-les-Roses, Europe;355;IT Services and IT Consulting;1986;"Infogérance
+13";Public Company;securinfor.fr;
 Hunteed;Paris, Paris, Île-De-France, France, Europe;198;Technology, Information and Internet;2015;"HRtech
+9";Partnership;hunteed.fr;
 MARGO;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;380;IT Services and IT Consulting;2005;"ITArtificial Intelligence
+14";Partnership;margo.eu;
 Free2move;Paris, Paris, Île-De-France, France, Europe;500;Technology, Information and Internet;2016;;Partnership;free2move.com;
 Pigment;Paris, Paris, Île-De-France, France, Europe;696;Software Development;2019;"Financial planning
+11";Privately Held;pigment.fr;
 Prismic;Paris, Paris, Île-De-France, France, Europe;97;Software Development;2013;"Content Management
+19";Privately Held;prismiclife.com;
 Revevol;Paris, Paris, Île-De-France, France, Europe;99;IT Services and IT Consulting;;"Advisory and consulting
+4";Privately Held;revevol.com;
 Oscaro;Gennevilliers, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;436;Technology, Information and Internet;2001;"Auto parts
+2";Privately Held;oscaro.com;
 Kuba Group;Miserey-Salines, Doubs, Bourgogne-Franche-Comté, France, Besançon, Europe;338;IT Services and IT Consulting;2019;"Mobility Payments
+8";Privately Held;kuba.com;
 Renault Digital;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;394;IT Services and IT Consulting;2017;;Privately Held;chooseyourboss.com;
 GRAITEC GROUP;Paris, Paris, Île-De-France, France, Europe;377;Software Development;;"Building Design SoftwareBIM
+15";Privately Held;graitec.com;
 PrestaShop;Paris, Paris, Île-De-France, France, Europe;345;Software Development;2007;php and website design;Privately Held;prestashop.fr;
 DiliTrust;Île-De-France, France, Europe;345;Software Development;;"governance
+22";Privately Held;dilitrust.com;
 Prelys Courtage 2.0;Tours, Indre-et-Loire, Centre-Val de Loire, France, Tours, Europe;152;Financial Services;2013;"Courtage
+4";Privately Held;prelys-courtage.com;
 numeum;Paris, Paris, Île-De-France, France, Europe;121;IT Services and IT Consulting;1970;"Faire reconnaître l’importance économique et sociale du numérique
+5";Nonprofit;numeum.fr;
 Synchrone Fr;Paris, Paris, Île-De-France, France, Europe;838;IT Services and IT Consulting;2001;"Ingénierie Banque/Finance
+10";Self-Owned;synchrone.fr;
 Pandat Finance;Paris, Paris, Île-De-France, France, Europe;71;Financial Services;2009;;Privately Held;pandat-finance.fr;
 AQUITI Gestion;Bordeaux, Gironde, Nouvelle-Aquitaine, France, Bordeaux, Europe;27;Financial Services;1998;"Capital-risque
+8";Privately Held;aquiti.fr;
 Unlatch;Paris, Paris, Île-De-France, France, Europe;33;Software Development;2018;;Privately Held;unlatch.ai;
 Kolecto;Paris, Paris, Île-De-France, France, Europe;185;Technology, Information and Internet;2023;"fintechcomptatech
+1";Privately Held;kolecto.fr;
 Quicktext;Paris, Paris, Île-De-France, France, Europe;127;IT Services and IT Consulting;2017;"Chatbot
+7";Privately Held;quinta.im;
 France FinTech;Paris, Paris, Île-De-France, France, Europe;34;Technology, Information and Internet;2015;"Fintech
+36";Nonprofit;fintech.fr;
 Brevo;Paris, Paris, Île-De-France, France, Europe;898;Technology, Information and Internet;2012;"Email Marketing
+10";Privately Held;sof.tl;
 ALD Automotive France;Clichy, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;92;Financial Services;;"ALDAutomotiveFrance
+5";Privately Held;mappy.com;
 Numspot;Courbevoie, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;104;Software Development;2023;;Privately Held;numspot.com;
 Oslandia;Paris, Paris, Île-De-France, France, Europe;26;Software Development;2009;"gispostgis
+19";Privately Held;oslandia.com;
 Audit Révision EXpertise Comptable (AREXC);France, Europe;38;Financial Services;1989;"AuditConseil
+6";Privately Held;rocketreach.co;
 BNP Paribas Partners for Innovation (BP2I);Montreuil, Seine-Saint-Denis, Île-De-France, France, Bobigny, Europe;566;IT Services and IT Consulting;2004;;Privately Held;group.bnpparibas;
 UX-Republic;Asnières-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;123;Technology, Information and Internet;2013;"USER EXPERIENCE
+11";Privately Held;uxrepublic.co;
 FINERGREEN;Paris, Paris, Île-De-France, France, Europe;108;Financial Services;2013;;Privately Held;finergreen.com;
 SQUAD - Cabinet de conseils et dexpertises;Paris, Paris, Île-De-France, France, Europe;803;IT Services and IT Consulting;;;Privately Held;squadgroup.com;
 ICEBERG DATA LAB;Paris, Paris, Île-De-France, France, Europe;52;IT Services and IT Consulting;;;Privately Held;icebergdatalab.com;
 Gireve;Sèvres, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;65;IT Services and IT Consulting;2013;"e-mobility
+13";Privately Held;gireve.com;
 European Banking Authority (EBA);Courbevoie, Île-De-France, France;349;Financial Services;2011;"banking regulation
+5";Government Agency;europa.eu;
 Climb;Paris, Paris, Île-De-France, France, Europe;67;Financial Services;2016;"Fiscalité
+17";Partnership;climb.fr;
 Overlord;Paris, Paris, Île-De-France, France, Europe;20;Financial Services;;"Investment funds
+4";Privately Held;overlord.fr;
 Norman K.;Paris, Paris, Île-De-France, France, Europe;61;Financial Services;;"Club Deals Immobiliers
+6";Self-Owned;norman-k.fr;
 Conserto;St.-Herblain, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;542;IT Services and IT Consulting;2013;"Services InformatiquesCloud
+18";Self-Owned;conserto.fr;
 Qonto | Experts-comptables;Paris, Paris, Île-De-France, France, Europe;63;Financial Services;;;Privately Held;qonto.com;
 ChapsVision for Retailers;Suresnes, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;37;Software Development;;;Privately Held;chapsvision.com;
 QuantHouse;Paris, Paris, Île-De-France, France, Europe;74;Financial Services;2003;"Low latency market data
+11";Privately Held;quanthouse.com;
 Future4care;Paris, Paris, Île-De-France, France, Europe;31;Technology, Information and Internet;2021;;Partnership;future4care.com;
 Oaklins France;Paris, Paris, Île-De-France, France, Europe;39;Financial Services;2004;"M&ALBO - Leveraged buyouts
+18";Privately Held;oaklins.com;
 B2P;Cavaillon, Vaucluse, Provence-Alpes-Côte D'Azur, France, Apt, Europe;133;Software Development;2006;"Bourse de Fret
+18";Privately Held;b2pweb.com;
 Toute La Franchise;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;38;Technology, Information and Internet;2005;"Franchise
+6";Privately Held;toute-la-franchise.com;
 Zaion;Paris, Paris, Île-De-France, France, Europe;100;Software Development;2017;"callbot
+15";Self-Owned;zaion.ai;
 Alta Ares;Paris, Paris, Île-De-France, France, Europe;55;Software Development;2024;Surveillance and Formation;Privately Held;altaares.com;
 Envinergy;Frontignan, Hérault, Occitanie, France, Montpellier, Europe;30;Financial Services;1977;"energie renouvelable
+11";Privately Held;envinergy.com;
 Opteamis;Paris, Paris, Île-De-France, France, Europe;67;IT Services and IT Consulting;2005;"Optimisation des achats de prestations intellectuelles
+6";Self-Employed;opteamis.com;
 Norma Capital;Paris, Paris, Île-De-France, France, Europe;52;Financial Services;2015;;Privately Held;normacapital.fr;
 Dext France;Paris, Paris, Île-De-France, France, Europe;36;Software Development;2010;"automatisation
+8";Self-Owned;dext.com;
 Aria;Paris, Paris, Île-De-France, France, Europe;91;Financial Services;2019;"freelancefintech
+7";Privately Held;aria.fr;
 Groupe Kardol;Saint-Cyr-au-Mont-d'Or, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;200;Software Development;1981;"Solutions informatiques de gestion
+20";Partnership;groupe-kardol.fr;
 HelloCSE;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;108;IT Services and IT Consulting;2017;"Comité d'entreprise
+9";Privately Held;hellocse.fr;
 DELETEC;Paris, Paris, Île-De-France, France, Europe;87;IT Services and IT Consulting;2000;;Privately Held;deletec.fr;
 AdaCore;Paris, Paris, Île-De-France, France, Europe;171;Software Development;1994;"Software tools and expertise for safety-critical
+2";Privately Held;adacore.com;
 DELANE SI;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;123;IT Services and IT Consulting;2005;"MOAMOE
+12";Privately Held;delanesi.com;
 Capital Banking Solutions;Paris, Paris, Île-De-France, France, Europe;324;Technology, Information and Internet;1997;"Private Banking
+9";Privately Held;capitalbanking.com;
 Comptoirs;France, Europe;86;Technology, Information and Internet;2006;"Digital Strategy
+18";Privately Held;comptoirdesvoyages.fr;
 Ad's up Consulting | Groupe EDG;Paris, Paris, Île-De-France, France, Europe;151;Technology, Information and Internet;2012;"Search Engine Advertising
+21";Self-Owned;ads-up.fr;
 Eurécia;Castanet-Tolosan, Haute-Garonne, Occitanie, France, Toulouse, Europe;238;Software Development;2006;"Gestion RH et Management
+19";Self-Owned;eurecia.com;
 QUANTEAM (RAINBOW PARTNERS Group);Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;374;IT Services and IT Consulting;2007;;Self-Owned;quanteam.fr;
 C'PRO;Valence, Drôme, Auvergne-Rhône-Alpes, France, Valence, Europe;268;IT Services and IT Consulting;1991;"Informatique
+5";Partnership;koesio.com;
 Astek Consulting;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;39;IT Services and IT Consulting;;"Assurance
+20";Privately Held;astek-consulting.com;
 XXII;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;373;IT Services and IT Consulting;2015;"AIDeep Learning
+7";Privately Held;xxiiai.com;
 Treezor;Paris, Paris, Île-De-France, France, Europe;254;Financial Services;2016;"Payment Cards
+22";Privately Held;treezor.com;
 Posos;France, Europe;62;Software Development;2018;"Machine learning
+2";Privately Held;posos.co;
 Sogenial Immobilier;Paris, Paris, Île-De-France, France, Europe;47;Financial Services;1981;"SCPIOPCI
+12";Privately Held;sogenial.fr;
 Nextlane;Paris, Paris, Île-De-France, France, Europe;673;Software Development;;Automotive software;Privately Held;nextlane.com;
 ManoMano;Paris, Paris, Île-De-France, France, Europe;703;Software Development;2013;"Bricolage
+5";Partnership;manomano.com;
 Pentalog;Paris, Paris, Île-De-France, France, Europe;599;Software Development;1993;"Software engineering
+8";Privately Held;lesechos.fr;
 Deepki;Paris, Paris, Île-De-France, France, Europe;418;Software Development;2014;"Artificial Intelligence
+12";Privately Held;deepki.com;
 Up Technologies;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;136;IT Services and IT Consulting;2015;"Conseil en ingénierie
+6";Partnership;uptechnologies.fr;
 Global Sovereign Advisory;Paris, Paris, Île-De-France, France, Europe;44;Financial Services;2019;;Partnership;globalsovereign.net;
 VitiBot;Reims, Marne, Grand Est, France, Reims, Europe;56;IT Services and IT Consulting;2015;"Robotique
+4";Partnership;vitibot.fr;
 Meteodyn;St.-Herblain, Loire-Atlantique, Pays de la Loire, France, Nantes, Europe;66;Software Development;2003;"Wind engineering
+18";Privately Held;meteodyn.fr;
 Lucem;Paris, Paris, Île-De-France, France, Europe;124;IT Services and IT Consulting;2008;"ERPSAP
+2";Self-Owned;lucem.com;
 Leanspace;Schiltigheim, Bas-Rhin, Grand Est, France, Strasbourg, Europe;33;Software Development;2020;;Privately Held;leanspace.io;
 Inqom;Tours, Indre-et-Loire, Centre-Val de Loire, France, Tours, Europe;136;Software Development;2015;;Privately Held;inqom.com;
 Octime;Biron, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France, Pau, Europe;212;Software Development;1998;"Gestion des temps
+18";Privately Held;octime.com;
 La Banque Postale Leasing & Factoring;Issy-les-Moulineaux, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;226;Financial Services;2011;"Leasing
+8";Privately Held;affacturage.fr;
 PROTECTIC;Bièvres, Essonne, Île-De-France, France, Palaiseau, Europe;50;IT Services and IT Consulting;1983;"Aéronautique
+14";Privately Held;protectic.fr;
 STATION F;Paris, Paris, Île-De-France, France, Europe;279;Technology, Information and Internet;;Startups;Partnership;stationf.co;
 Les-Tilleuls.coop;Lille, Nord, Hauts-de-France, France, Lille, Europe;74;Software Development;2011;"Applications web
+18";Privately Held;les-tilleuls.coop;
 Septeo Hospitality;Valbonne, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;235;IT Services and IT Consulting;;;Privately Held;septeohospitality.com;
 Energisme;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;57;Technology, Information and Internet;2004;"Systèmes de gestion de l'énergie
+20";Privately Held;energisme.com;
 Groupe INGENA;Paris, Paris, Île-De-France, France, Europe;59;IT Services and IT Consulting;2019;"BanqueFinance
+8";Self-Owned;groupe-ingena.com;
 Beelix;Paris, Paris, Île-De-France, France, Europe;170;IT Services and IT Consulting;2016;;Privately Held;beelix.fr;
 4D Pipeline;Le Plessis-Bouchard, Val-d'Oise, Île-De-France, France, Pontoise, Europe;40;Software Development;2012;"Product Design
+8";Privately Held;4dpipeline.com;
 iQera;Paris, Paris, Île-De-France, France, Europe;803;Financial Services;1986;"recouvrement
+6";Privately Held;iqera.com;
 LittleBigCode;Paris, Paris, Île-De-France, France, Europe;93;IT Services and IT Consulting;2018;;Privately Held;diametral.com;
 Cosmo Tech;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;119;Software Development;2010;"Utilities
+26";Privately Held;cosmotech.com;
 Ozitem;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;288;IT Services and IT Consulting;1990;"Infrastructures
+22";Partnership;groupeozitem.com;
 VirtualExpo Group;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;253;Technology, Information and Internet;1999;"Online international exhibitions expertise
+12";Privately Held;virtualexpo.ai;
 H Company;Paris, Paris, Île-De-France, France, Europe;329;Technology, Information and Internet;;;Privately Held;hcompany.com;
 ARTURIA;Montbonnot-Saint-Martin, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;249;Software Development;1999;"Synthesizers
+5";Privately Held;arturia.fr;
 Delos;Paris, Paris, Île-De-France, France, Europe;47;Software Development;2023;"Intelligence artificielle générative
+3";Privately Held;delos.fr;
 Ntico;Sainghin-en-Mélantois, Nord, Hauts-de-France, France, Lille, Europe;137;IT Services and IT Consulting;2010;"Informatique
+16";Partnership;ntico.com;
 Discovery Intech;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;148;IT Services and IT Consulting;1993;;Partnership;discoveryintech.com;
 STATERA;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;80;IT Services and IT Consulting;2023;"Life Sciences
+12";Privately Held;extraland.com;
 Lyra;Labège, Haute-Garonne, Occitanie, France, Toulouse, Europe;607;Financial Services;2001;"Monétique
+5";Privately Held;lyra.fr;
 DSI GROUP;Massy, Île-De-France, France;216;IT Services and IT Consulting;2007;"IT Space
+13";Partnership;group-dsi.com;
 Powersys;Sausset-les-Pins, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Istres, Europe;80;Software Development;2002;;Privately Held;powersys-solutions.com;
 Zelros by Earnix;Paris, Paris, Île-De-France, France, Europe;21;Software Development;2001;"Machine Learning
+7";Privately Held;earnix.com;
 Inventiv IT;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;58;IT Services and IT Consulting;2008;"Système d'InformationERP
+8";Privately Held;inventiv-it.fr;
 Kleros;Paris, Paris, Île-De-France, France, Europe;43;Technology, Information and Internet;2017;"Blockchain
+5";Partnership;kleros.com;
 Setel;Coutances, Manche, Normandie, France, Coutances, Europe;623;Software Development;2018;e-wallet and petrol payment;Privately Held;setel.com;
 SP3D;Gratentour, Haute-Garonne, Occitanie, France, Toulouse, Europe;78;Software Development;2016;"3D Printing
+16";Privately Held;spare-parts-3d.com;
 Qarnot;Montrouge, Île-De-France, France;64;IT Services and IT Consulting;;"Cloud HPC
+5";Partnership;qarnot.com;
 CREADEV - Grow your future;Paris, Paris, Île-De-France, France, Europe;60;Financial Services;;;Partnership;creadev.com;
 QESTIT France;Paris, Paris, Île-De-France, France, Europe;165;IT Services and IT Consulting;1998;Assurance Quality and Software Testing;Privately Held;qestit.com;
 EvaBssi;Paris, Paris, Île-De-France, France, Europe;127;IT Services and IT Consulting;;"Network
+18";Privately Held;conobium.com;
 Freshmile;Strasbourg, Bas-Rhin, Grand Est, France, Strasbourg, Europe;81;IT Services and IT Consulting;2010;"electric vehicles
+13";Privately Held;freshmile.com;
 Siteflow;Paris, Paris, Île-De-France, France, Europe;62;Software Development;2017;"nucléaire
+3";Partnership;siteflow.com;
 Famileo;Saint-Malo, Ille-et-Vilaine, Bretagne, France, Saint-Malo, Europe;77;Software Development;2015;;Partnership;famileo.com;
 2CFinance;Paris, Paris, Île-De-France, France, Europe;112;Financial Services;2008;"Diagnostic financierDAF
+5";Privately Held;2cfinance.net;
 Artemys;Paris, Paris, Île-De-France, France, Europe;430;IT Services and IT Consulting;1989;"CloudInfrastructures
+20";Privately Held;groupeartemys.com;
 galitt;Paris, Paris, Île-De-France, France, Europe;264;IT Services and IT Consulting;;payments and paiements;Privately Held;galitt.com;
 BlaBlaCar Daily;Paris, Paris, Île-De-France, France, Europe;61;Software Development;;"covoiturage domicile-travail
+7";Partnership;blablacardaily.com;
